merchant_id,category,merchant_risk_score
59050,furniture,0.25
59051,electronics,0.499
59052,appliances,0.247
59053,furniture,0.127
59054,fashion,0.542
59055,grocery,0.537
59056,fashion,0.271
59057,appliances,0.305
59058,electronics,0.24
59059,fashion,0.151
59060,appliances,0.273
59061,appliances,0.181
59062,furniture,0.218
59063,grocery,0.023
59064,electronics,0.712
59065,electronics,0.427
59066,grocery,0.412
59067,furniture,0.108
59068,furniture,0.139
59069,grocery,0.29
59070,electronics,0.203
59071,electronics,0.402
59072,furniture,0.741
59073,grocery,0.247
59074,fashion,0.392
59075,electronics,0.179
59076,furniture,0.275
59077,appliances,0.103
59078,fashion,0.463
59079,furniture,0.197
59080,grocery,0.203
59081,fashion,0.021
59082,grocery,0.198
59083,fashion,0.153
59084,grocery,0.538
59085,grocery,0.251
59086,appliances,0.379
59087,appliances,0.313
59088,furniture,0.641
59089,grocery,0.401
59090,grocery,0.428
59091,electronics,0.509
59092,grocery,0.324
59093,electronics,0.168
59094,fashion,0.147
59095,electronics,0.394
59096,appliances,0.41
59097,grocery,0.348
59098,grocery,0.359
59099,fashion,0.125
59100,electronics,0.089
59101,electronics,0.221
59102,fashion,0.122
59103,fashion,0.376
59104,fashion,0.49
59105,fashion,0.422
59106,electronics,0.502
59107,furniture,0.283
59108,furniture,0.156
59109,appliances,0.256
59110,furniture,0.549
59111,grocery,0.047
59112,grocery,0.126
59113,appliances,0.54
59114,fashion,0.261
59115,appliances,0.197
59116,fashion,0.166
59117,appliances,0.323
59118,electronics,0.524
59119,appliances,0.241
59120,electronics,0.319
59121,electronics,0.647
59122,furniture,0.474
59123,appliances,0.245
59124,fashion,0.109
59125,fashion,0.719
59126,grocery,0.462
59127,fashion,0.296
59128,appliances,0.183
59129,fashion,0.143
59130,furniture,0.332
59131,grocery,0.328
59132,grocery,0.194
59133,appliances,0.191
59134,appliances,0.143
59135,fashion,0.246
59136,electronics,0.391
59137,electronics,0.021
59138,furniture,0.352
59139,furniture,0.3
59140,electronics,0.263
59141,electronics,0.541
59142,grocery,0.04
59143,fashion,0.331
59144,electronics,0.07
59145,fashion,0.057
59146,appliances,0.355
59147,electronics,0.368
59148,appliances,0.141
59149,furniture,0.615
59150,furniture,0.208
59151,furniture,0.209
59152,appliances,0.233
59153,fashion,0.086
59154,furniture,0.693
59155,fashion,0.514
59156,fashion,0.494
59157,furniture,0.446
59158,grocery,0.51
59159,electronics,0.461
59160,furniture,0.344
59161,fashion,0.182
59162,appliances,0.43
59163,fashion,0.514
59164,grocery,0.035
59165,grocery,0.304
59166,grocery,0.353
59167,furniture,0.202
59168,electronics,0.247
59169,furniture,0.096
59170,appliances,0.475
59171,fashion,0.192
59172,electronics,0.318
59173,grocery,0.212
59174,grocery,0.508
59175,electronics,0.108
59176,furniture,0.196
59177,appliances,0.551
59178,furniture,0.223
59179,grocery,0.245
59180,furniture,0.142
59181,fashion,0.306
59182,fashion,0.253
59183,furniture,0.52
59184,appliances,0.469
59185,grocery,0.512
59186,appliances,0.126
59187,fashion,0.296
59188,furniture,0.341
59189,fashion,0.205
59190,grocery,0.542
59191,fashion,0.196
59192,fashion,0.502
59193,furniture,0.551
59194,electronics,0.413
59195,grocery,0.352
59196,appliances,0.466
59197,fashion,0.29
59198,fashion,0.302
59199,electronics,0.175
59200,fashion,0.01
59201,furniture,0.182
59202,appliances,0.559
59203,electronics,0.517
59204,electronics,0.11
59205,furniture,0.082
59206,fashion,0.252
59207,electronics,0.249
59208,electronics,0.152
59209,fashion,0.408
59210,appliances,0.273
59211,electronics,0.25
59212,electronics,0.341
59213,furniture,0.252
59214,grocery,0.449
59215,grocery,0.298
59216,furniture,0.271
59217,electronics,0.514
59218,electronics,0.161
59219,grocery,0.291
59220,fashion,0.128
59221,fashion,0.215
59222,appliances,0.136
59223,grocery,0.16
59224,electronics,0.248
59225,furniture,0.203
59226,grocery,0.691
59227,electronics,0.007
59228,fashion,0.349
59229,appliances,0.28
59230,appliances,0.076
59231,electronics,0.255
59232,grocery,0.233
59233,electronics,0.165
59234,fashion,0.286
59235,fashion,0.341
59236,appliances,0.205
59237,electronics,0.364
59238,appliances,0.329
59239,electronics,0.029
59240,furniture,0.179
59241,electronics,0.112
59242,appliances,0.266
59243,furniture,0.099
59244,fashion,0.464
59245,electronics,0.356
59246,electronics,0.026
59247,electronics,0.595
59248,furniture,0.445
59249,fashion,0.086
59250,fashion,0.101
59251,grocery,0.475
59252,fashion,0.081
59253,grocery,0.194
59254,appliances,0.316
59255,grocery,0.341
59256,furniture,0.403
59257,furniture,0.061
59258,fashion,0.139
59259,electronics,0.317
59260,fashion,0.047
59261,furniture,0.087
59262,furniture,0.384
59263,appliances,0.211
59264,fashion,0.02
59265,furniture,0.325
59266,furniture,0.474
59267,fashion,0.402
59268,electronics,0.226
59269,furniture,0.096
59270,appliances,0.554
59271,grocery,0.192
59272,fashion,0.697
59273,fashion,0.366
59274,furniture,0.286
59275,appliances,0.448
59276,furniture,0.389
59277,appliances,0.036
59278,electronics,0.047
59279,appliances,0.291
59280,appliances,0.426
59281,appliances,0.264
59282,furniture,0.371
59283,furniture,0.052
59284,fashion,0.085
59285,grocery,0.053
59286,appliances,0.166
59287,furniture,0.317
59288,furniture,0.45
59289,appliances,0.291
59290,appliances,0.391
59291,furniture,0.212
59292,fashion,0.033
59293,fashion,0.069
59294,grocery,0.233
59295,appliances,0.602
59296,grocery,0.26
59297,fashion,0.529
59298,appliances,0.227
59299,fashion,0.695
59300,appliances,0.368
59301,grocery,0.139
59302,grocery,0.146
59303,electronics,0.108
59304,appliances,0.194
59305,grocery,0.473
59306,grocery,0.128
59307,grocery,0.092
59308,electronics,0.205
59309,furniture,0.472
59310,furniture,0.357
59311,fashion,0.271
59312,fashion,0.171
59313,appliances,0.316
59314,grocery,0.079
59315,fashion,0.341
59316,appliances,0.441
59317,grocery,0.427
59318,furniture,0.058
59319,electronics,0.21
59320,furniture,0.07
59321,appliances,0.246
59322,appliances,0.269
59323,fashion,0.369
59324,fashion,0.467
59325,grocery,0.261
59326,fashion,0.193
59327,fashion,0.434
59328,appliances,0.174
59329,electronics,0.336
59330,grocery,0.222
59331,grocery,0.126
59332,appliances,0.201
59333,grocery,0.396
59334,appliances,0.207
59335,electronics,0.219
59336,appliances,0.283
59337,furniture,0.637
59338,fashion,0.404
59339,appliances,0.569
59340,fashion,0.155
59341,furniture,0.043
59342,electronics,0.331
59343,furniture,0.603
59344,grocery,0.31
59345,fashion,0.196
59346,furniture,0.457
59347,electronics,0.772
59348,appliances,0.463
59349,appliances,0.293
59350,electronics,0.18
59351,furniture,0.307
59352,furniture,0.322
59353,electronics,0.19
59354,appliances,0.349
59355,fashion,0.056
59356,appliances,0.258
59357,grocery,0.365
59358,electronics,0.497
59359,electronics,0.327
59360,appliances,0.377
59361,electronics,0.128
59362,grocery,0.219
59363,fashion,0.293
59364,fashion,0.567
59365,furniture,0.412
59366,fashion,0.593
59367,furniture,0.244
59368,fashion,0.242
59369,appliances,0.198
59370,fashion,0.134
59371,electronics,0.131
59372,electronics,0.189
59373,electronics,0.461
59374,furniture,0.149
59375,appliances,0.179
59376,grocery,0.269
59377,grocery,0.463
59378,fashion,0.53
59379,grocery,0.249
59380,furniture,0.06
59381,grocery,0.181
59382,grocery,0.137
59383,fashion,0.161
59384,fashion,0.493
59385,furniture,0.13
59386,electronics,0.453
59387,grocery,0.088
59388,furniture,0.12
59389,furniture,0.098
59390,furniture,0.536
59391,electronics,0.417
59392,fashion,0.037
59393,appliances,0.198
59394,appliances,0.709
59395,appliances,0.253
59396,appliances,0.487
59397,furniture,0.412
59398,appliances,0.153
59399,appliances,0.086
59400,grocery,0.051
59401,grocery,0.221
59402,appliances,0.504
59403,furniture,0.409
59404,fashion,0.225
59405,fashion,0.238
59406,fashion,0.317
59407,fashion,0.265
59408,electronics,0.315
59409,electronics,0.063
59410,electronics,0.23
59411,grocery,0.297
59412,electronics,0.493
59413,grocery,0.133
59414,furniture,0.325
59415,furniture,0.294
59416,fashion,0.359
59417,appliances,0.138
59418,appliances,0.429
59419,electronics,0.409
59420,grocery,0.428
59421,appliances,0.289
59422,furniture,0.311
59423,grocery,0.451
59424,fashion,0.062
59425,furniture,0.141
59426,grocery,0.227
59427,grocery,0.282
59428,grocery,0.642
59429,grocery,0.187
59430,electronics,0.344
59431,fashion,0.483
59432,furniture,0.232
59433,grocery,0.197
59434,electronics,0.306
59435,electronics,0.549
59436,grocery,0.43
59437,appliances,0.554
59438,grocery,0.351
59439,fashion,0.412
59440,grocery,0.242
59441,furniture,0.429
59442,electronics,0.652
59443,appliances,0.234
59444,appliances,0.326
59445,electronics,0.351
59446,electronics,0.655
59447,furniture,0.455
59448,fashion,0.319
59449,grocery,0.254
59450,appliances,0.338
59451,fashion,0.199
59452,fashion,0.314
59453,grocery,0.167
59454,electronics,0.391
59455,fashion,0.193
59456,grocery,0.196
59457,appliances,0.37
59458,furniture,0.108
59459,appliances,0.094
59460,furniture,0.104
59461,appliances,0.413
59462,grocery,0.205
59463,electronics,0.284
59464,fashion,0.227
59465,furniture,0.402
59466,appliances,0.584
59467,appliances,0.244
59468,furniture,0.349
59469,electronics,0.156
59470,furniture,0.587
59471,fashion,0.147
59472,grocery,0.308
59473,furniture,0.171
59474,grocery,0.722
59475,furniture,0.285
59476,fashion,0.148
59477,fashion,0.513
59478,electronics,0.363
59479,grocery,0.341
59480,electronics,0.164
59481,furniture,0.045
59482,fashion,0.504
59483,grocery,0.249
59484,fashion,0.402
59485,fashion,0.718
59486,appliances,0.138
59487,appliances,0.175
59488,grocery,0.183
59489,fashion,0.292
59490,grocery,0.037
59491,grocery,0.647
59492,fashion,0.27
59493,fashion,0.431
59494,fashion,0.126
59495,appliances,0.471
59496,furniture,0.58
59497,electronics,0.478
59498,fashion,0.263
59499,grocery,0.41
59500,electronics,0.222
59501,fashion,0.354
59502,furniture,0.215
59503,grocery,0.324
59504,fashion,0.19
59505,furniture,0.279
59506,electronics,0.264
59507,furniture,0.11
59508,grocery,0.098
59509,fashion,0.091
59510,furniture,0.078
59511,furniture,0.193
59512,furniture,0.505
59513,grocery,0.392
59514,electronics,0.23
59515,appliances,0.206
59516,grocery,0.185
59517,fashion,0.471
59518,appliances,0.481
59519,grocery,0.229
59520,appliances,0.053
59521,electronics,0.142
59522,appliances,0.625
59523,appliances,0.04
59524,electronics,0.454
59525,appliances,0.312
59526,electronics,0.094
59527,furniture,0.533
59528,appliances,0.23
59529,furniture,0.158
59530,appliances,0.643
59531,grocery,0.467
59532,electronics,0.197
59533,furniture,0.257
59534,electronics,0.423
59535,fashion,0.13
59536,furniture,0.342
59537,grocery,0.414
59538,grocery,0.583
59539,grocery,0.236
59540,appliances,0.295
59541,fashion,0.208
59542,furniture,0.208
59543,electronics,0.228
59544,appliances,0.395
59545,appliances,0.216
59546,grocery,0.324
59547,furniture,0.067
59548,electronics,0.141
59549,electronics,0.623
59550,appliances,0.088
59551,grocery,0.371
59552,appliances,0.149
59553,grocery,0.47
59554,electronics,0.417
59555,electronics,0.302
59556,furniture,0.269
59557,grocery,0.177
59558,electronics,0.358
59559,grocery,0.454
59560,appliances,0.38
59561,fashion,0.172
59562,appliances,0.183
59563,electronics,0.423
59564,fashion,0.054
59565,electronics,0.226
59566,furniture,0.219
59567,appliances,0.391
59568,appliances,0.576
59569,appliances,0.201
59570,grocery,0.382
59571,appliances,0.327
59572,furniture,0.264
59573,fashion,0.419
59574,furniture,0.399
59575,appliances,0.273
59576,grocery,0.383
59577,fashion,0.06
59578,grocery,0.177
59579,electronics,0.137
59580,fashion,0.492
59581,appliances,0.32
59582,electronics,0.088
59583,appliances,0.686
59584,grocery,0.327
59585,furniture,0.081
59586,fashion,0.297
59587,electronics,0.414
59588,electronics,0.318
59589,furniture,0.272
59590,electronics,0.442
59591,grocery,0.369
59592,appliances,0.097
59593,fashion,0.057
59594,electronics,0.572
59595,fashion,0.432
59596,furniture,0.304
59597,grocery,0.415
59598,electronics,0.139
59599,grocery,0.33
59600,fashion,0.319
59601,fashion,0.137
59602,electronics,0.301
59603,appliances,0.442
59604,furniture,0.115
59605,electronics,0.684
59606,appliances,0.055
59607,furniture,0.277
59608,appliances,0.291
59609,grocery,0.181
59610,electronics,0.52
59611,furniture,0.171
59612,furniture,0.074
59613,appliances,0.736
59614,appliances,0.59
59615,electronics,0.263
59616,fashion,0.591
59617,appliances,0.084
59618,electronics,0.273
59619,appliances,0.173
59620,furniture,0.35
59621,electronics,0.178
59622,grocery,0.391
59623,furniture,0.334
59624,grocery,0.174
59625,grocery,0.18
59626,electronics,0.252
59627,furniture,0.195
59628,electronics,0.186
59629,fashion,0.283
59630,appliances,0.369
59631,appliances,0.211
59632,appliances,0.105
59633,appliances,0.494
59634,appliances,0.263
59635,appliances,0.248
59636,appliances,0.465
59637,appliances,0.244
59638,electronics,0.371
59639,fashion,0.328
59640,grocery,0.187
59641,furniture,0.173
59642,appliances,0.266
59643,electronics,0.627
59644,grocery,0.038
59645,appliances,0.469
59646,furniture,0.608
59647,appliances,0.008
59648,grocery,0.318
59649,furniture,0.389
59650,furniture,0.068
59651,electronics,0.168
59652,furniture,0.706
59653,electronics,0.3
59654,furniture,0.075
59655,electronics,0.412
59656,appliances,0.267
59657,appliances,0.139
59658,grocery,0.269
59659,appliances,0.209
59660,fashion,0.213
59661,electronics,0.235
59662,grocery,0.205
59663,appliances,0.232
59664,fashion,0.428
59665,appliances,0.146
59666,fashion,0.538
59667,grocery,0.425
59668,appliances,0.243
59669,appliances,0.165
59670,electronics,0.422
59671,furniture,0.097
59672,fashion,0.253
59673,fashion,0.269
59674,appliances,0.152
59675,fashion,0.556
59676,furniture,0.285
59677,fashion,0.238
59678,furniture,0.473
59679,fashion,0.252
59680,electronics,0.136
59681,electronics,0.389
59682,appliances,0.198
59683,electronics,0.483
59684,fashion,0.506
59685,grocery,0.203
59686,appliances,0.3
59687,grocery,0.558
59688,grocery,0.252
59689,electronics,0.187
59690,furniture,0.239
59691,electronics,0.153
59692,fashion,0.454
59693,fashion,0.203
59694,furniture,0.417
59695,furniture,0.274
59696,fashion,0.523
59697,grocery,0.289
59698,appliances,0.304
59699,grocery,0.302
59700,furniture,0.12
59701,electronics,0.408
59702,electronics,0.116
59703,furniture,0.23
59704,grocery,0.333
59705,furniture,0.431
59706,fashion,0.537
59707,grocery,0.5
59708,grocery,0.208
59709,furniture,0.152
59710,grocery,0.333
59711,appliances,0.108
59712,furniture,0.36
59713,grocery,0.696
59714,furniture,0.092
59715,appliances,0.401
59716,grocery,0.268
59717,appliances,0.27
59718,appliances,0.317
59719,furniture,0.509
59720,grocery,0.376
59721,electronics,0.235
59722,grocery,0.197
59723,grocery,0.287
59724,electronics,0.23
59725,appliances,0.257
59726,appliances,0.241
59727,electronics,0.53
59728,grocery,0.172
59729,fashion,0.333
59730,appliances,0.357
59731,grocery,0.042
59732,grocery,0.067
59733,furniture,0.34
59734,appliances,0.721
59735,electronics,0.124
59736,grocery,0.346
59737,furniture,0.588
59738,grocery,0.112
59739,furniture,0.261
59740,electronics,0.609
59741,electronics,0.184
59742,fashion,0.083
59743,furniture,0.399
59744,electronics,0.303
59745,grocery,0.047
59746,grocery,0.348
59747,fashion,0.097
59748,fashion,0.179
59749,fashion,0.351
59750,fashion,0.199
59751,furniture,0.606
59752,fashion,0.258
59753,appliances,0.25
59754,fashion,0.269
59755,appliances,0.535
59756,furniture,0.441
59757,grocery,0.409
59758,fashion,0.089
59759,furniture,0.361
59760,grocery,0.075
59761,grocery,0.09
59762,grocery,0.252
59763,electronics,0.269
59764,fashion,0.085
59765,electronics,0.315
59766,grocery,0.168
59767,grocery,0.689
59768,appliances,0.071
59769,furniture,0.744
59770,electronics,0.397
59771,grocery,0.425
59772,appliances,0.453
59773,fashion,0.157
59774,appliances,0.205
59775,appliances,0.272
59776,fashion,0.42
59777,grocery,0.211
59778,grocery,0.527
59779,appliances,0.114
59780,appliances,0.424
59781,furniture,0.153
59782,electronics,0.296
59783,furniture,0.244
59784,electronics,0.044
59785,fashion,0.254
59786,appliances,0.009
59787,grocery,0.078
59788,appliances,0.118
59789,grocery,0.496
59790,furniture,0.487
59791,electronics,0.338
59792,fashion,0.304
59793,furniture,0.411
59794,grocery,0.126
59795,fashion,0.097
59796,electronics,0.499
59797,appliances,0.115
59798,electronics,0.302
59799,grocery,0.398
59800,appliances,0.476
59801,furniture,0.485
59802,furniture,0.441
59803,fashion,0.254
59804,furniture,0.286
59805,appliances,0.266
59806,appliances,0.232
59807,grocery,0.289
59808,appliances,0.627
59809,grocery,0.149
59810,grocery,0.383
59811,electronics,0.142
59812,fashion,0.427
59813,appliances,0.353
59814,appliances,0.31
59815,appliances,0.503
59816,fashion,0.166
59817,appliances,0.115
59818,grocery,0.323
59819,electronics,0.255
59820,appliances,0.433
59821,grocery,0.048
59822,fashion,0.116
59823,appliances,0.193
59824,furniture,0.41
59825,electronics,0.252
59826,appliances,0.27
59827,appliances,0.59
59828,furniture,0.653
59829,appliances,0.198
59830,appliances,0.199
59831,furniture,0.166
59832,fashion,0.119
59833,furniture,0.211
59834,appliances,0.619
59835,appliances,0.191
59836,fashion,0.384
59837,appliances,0.536
59838,fashion,0.094
59839,appliances,0.246
59840,grocery,0.366
59841,fashion,0.196
59842,fashion,0.131
59843,furniture,0.186
59844,grocery,0.255
59845,grocery,0.232
59846,fashion,0.645
59847,furniture,0.078
59848,grocery,0.417
59849,fashion,0.072
59850,electronics,0.178
59851,grocery,0.302
59852,fashion,0.058
59853,furniture,0.455
59854,furniture,0.523
59855,appliances,0.279
59856,electronics,0.278
59857,electronics,0.211
59858,appliances,0.367
59859,furniture,0.434
59860,grocery,0.254
59861,fashion,0.264
59862,appliances,0.171
59863,electronics,0.686
59864,fashion,0.172
59865,fashion,0.163
59866,appliances,0.206
59867,fashion,0.267
59868,appliances,0.151
59869,appliances,0.378
59870,appliances,0.229
59871,appliances,0.576
59872,grocery,0.182
59873,furniture,0.38
59874,grocery,0.125
59875,grocery,0.236
59876,grocery,0.067
59877,fashion,0.214
59878,grocery,0.129
59879,furniture,0.333
59880,furniture,0.524
59881,appliances,0.458
59882,fashion,0.037
59883,appliances,0.03
59884,fashion,0.269
59885,fashion,0.298
59886,fashion,0.24
59887,furniture,0.305
59888,appliances,0.518
59889,fashion,0.252
59890,appliances,0.068
59891,appliances,0.304
59892,appliances,0.423
59893,grocery,0.045
59894,furniture,0.278
59895,electronics,0.143
59896,fashion,0.388
59897,electronics,0.355
59898,furniture,0.365
59899,furniture,0.401
59900,appliances,0.133
59901,electronics,0.381
59902,fashion,0.21
59903,appliances,0.015
59904,electronics,0.197
59905,furniture,0.173
59906,electronics,0.548
59907,fashion,0.018
59908,furniture,0.259
59909,fashion,0.656
59910,appliances,0.214
59911,furniture,0.156
59912,fashion,0.039
59913,fashion,0.469
59914,electronics,0.278
59915,fashion,0.093
59916,fashion,0.104
59917,fashion,0.223
59918,fashion,0.188
59919,appliances,0.201
59920,fashion,0.385
59921,furniture,0.139
59922,appliances,0.09
59923,grocery,0.394
59924,furniture,0.348
59925,furniture,0.303
59926,furniture,0.271
59927,furniture,0.139
59928,electronics,0.046
59929,fashion,0.375
59930,grocery,0.152
59931,furniture,0.226
59932,furniture,0.363
59933,appliances,0.464
59934,furniture,0.11
59935,electronics,0.416
59936,appliances,0.423
59937,furniture,0.428
59938,appliances,0.252
59939,fashion,0.074
59940,grocery,0.297
59941,furniture,0.305
59942,electronics,0.22
59943,fashion,0.04
59944,electronics,0.466
59945,furniture,0.431
59946,fashion,0.347
59947,appliances,0.222
59948,electronics,0.129
59949,grocery,0.363
59950,fashion,0.245
59951,furniture,0.321
59952,fashion,0.284
59953,electronics,0.272
59954,fashion,0.466
59955,electronics,0.251
59956,grocery,0.266
59957,appliances,0.457
59958,appliances,0.075
59959,appliances,0.44
59960,electronics,0.127
59961,grocery,0.192
59962,grocery,0.266
59963,grocery,0.414
59964,electronics,0.493
59965,furniture,0.153
59966,electronics,0.27
59967,furniture,0.16
59968,electronics,0.08
59969,electronics,0.531
59970,fashion,0.243
59971,grocery,0.054
59972,fashion,0.326
59973,appliances,0.324
59974,appliances,0.216
59975,furniture,0.147
59976,fashion,0.088
59977,furniture,0.303
59978,grocery,0.154
59979,grocery,0.226
59980,appliances,0.316
59981,appliances,0.328
59982,electronics,0.12
59983,fashion,0.23
59984,appliances,0.221
59985,furniture,0.432
59986,electronics,0.308
59987,grocery,0.271
59988,appliances,0.237
59989,grocery,0.479
59990,fashion,0.476
59991,appliances,0.295
59992,appliances,0.339
59993,furniture,0.606
59994,furniture,0.305
59995,appliances,0.124
59996,electronics,0.15
59997,grocery,0.24
59998,grocery,0.264
59999,grocery,0.24
60000,fashion,0.36
60001,electronics,0.061
60002,fashion,0.322
60003,electronics,0.161
60004,furniture,0.353
60005,furniture,0.37
60006,electronics,0.274
60007,furniture,0.148
60008,fashion,0.399
60009,electronics,0.484
60010,electronics,0.482
60011,appliances,0.236
60012,furniture,0.209
60013,fashion,0.114
60014,fashion,0.312
60015,furniture,0.139
60016,electronics,0.339
60017,electronics,0.257
60018,fashion,0.089
60019,electronics,0.446
60020,appliances,0.43
60021,electronics,0.505
60022,grocery,0.084
60023,grocery,0.133
60024,appliances,0.144
60025,electronics,0.232
60026,electronics,0.526
60027,electronics,0.458
60028,fashion,0.297
60029,fashion,0.258
60030,appliances,0.204
60031,electronics,0.074
60032,appliances,0.347
60033,furniture,0.133
60034,appliances,0.15
60035,furniture,0.231
60036,furniture,0.128
60037,furniture,0.625
60038,electronics,0.248
60039,furniture,0.256
60040,grocery,0.553
60041,electronics,0.06
60042,fashion,0.088
60043,appliances,0.564
60044,electronics,0.393
60045,furniture,0.088
60046,electronics,0.439
60047,grocery,0.309
60048,fashion,0.044
60049,fashion,0.05
60050,appliances,0.187
60051,appliances,0.071
60052,appliances,0.18
60053,furniture,0.36
60054,appliances,0.117
60055,fashion,0.628
60056,grocery,0.408
60057,furniture,0.412
60058,furniture,0.391
60059,fashion,0.235
60060,fashion,0.124
60061,fashion,0.201
60062,furniture,0.325
60063,furniture,0.225
60064,electronics,0.253
60065,furniture,0.164
60066,furniture,0.25
60067,appliances,0.076
60068,grocery,0.067
60069,appliances,0.191
60070,furniture,0.19
60071,fashion,0.67
60072,appliances,0.267
60073,grocery,0.371
60074,grocery,0.419
60075,grocery,0.324
60076,furniture,0.065
60077,fashion,0.258
60078,appliances,0.155
60079,appliances,0.122
60080,fashion,0.213
60081,fashion,0.474
60082,appliances,0.042
60083,appliances,0.116
60084,grocery,0.235
60085,appliances,0.503
60086,electronics,0.64
60087,furniture,0.058
60088,fashion,0.26
60089,appliances,0.127
60090,electronics,0.409
60091,electronics,0.195
60092,electronics,0.206
60093,furniture,0.294
60094,furniture,0.393
60095,furniture,0.133
60096,grocery,0.229
60097,appliances,0.207
60098,grocery,0.338
60099,appliances,0.126
60100,appliances,0.526
60101,appliances,0.497
60102,furniture,0.484
60103,electronics,0.238
60104,furniture,0.245
60105,electronics,0.366
60106,appliances,0.187
60107,electronics,0.408
60108,fashion,0.453
60109,fashion,0.392
60110,grocery,0.484
60111,grocery,0.574
60112,fashion,0.284
60113,grocery,0.125
60114,appliances,0.158
60115,appliances,0.032
60116,electronics,0.105
60117,furniture,0.028
60118,appliances,0.33
60119,furniture,0.13
60120,appliances,0.498
60121,furniture,0.319
60122,grocery,0.306
60123,fashion,0.346
60124,appliances,0.218
60125,appliances,0.086
60126,fashion,0.233
60127,electronics,0.068
60128,furniture,0.521
60129,furniture,0.214
60130,appliances,0.088
60131,grocery,0.234
60132,electronics,0.446
60133,fashion,0.569
60134,electronics,0.376
60135,electronics,0.101
60136,fashion,0.389
60137,appliances,0.095
60138,furniture,0.216
60139,electronics,0.398
60140,fashion,0.305
60141,furniture,0.307
60142,appliances,0.15
60143,furniture,0.208
60144,furniture,0.281
60145,electronics,0.052
60146,fashion,0.166
60147,furniture,0.288
60148,grocery,0.073
60149,electronics,0.156
60150,appliances,0.225
60151,appliances,0.17
60152,electronics,0.501
60153,grocery,0.254
60154,fashion,0.177
60155,electronics,0.336
60156,furniture,0.043
60157,electronics,0.217
60158,appliances,0.329
60159,appliances,0.196
60160,grocery,0.553
60161,electronics,0.146
60162,furniture,0.724
60163,electronics,0.265
60164,electronics,0.284
60165,fashion,0.16
60166,grocery,0.356
60167,electronics,0.254
60168,fashion,0.146
60169,electronics,0.483
60170,furniture,0.253
60171,furniture,0.571
60172,furniture,0.493
60173,electronics,0.672
60174,electronics,0.209
60175,grocery,0.114
60176,fashion,0.021
60177,furniture,0.382
60178,electronics,0.355
60179,furniture,0.107
60180,appliances,0.325
60181,appliances,0.287
60182,furniture,0.314
60183,appliances,0.151
60184,furniture,0.208
60185,grocery,0.203
60186,appliances,0.526
60187,electronics,0.222
60188,furniture,0.386
60189,fashion,0.373
60190,grocery,0.336
60191,grocery,0.298
60192,furniture,0.287
60193,fashion,0.293
60194,furniture,0.02
60195,grocery,0.249
60196,appliances,0.45
60197,furniture,0.263
60198,grocery,0.182
60199,appliances,0.065
60200,furniture,0.36
60201,furniture,0.274
60202,electronics,0.14
60203,grocery,0.243
60204,fashion,0.112
60205,electronics,0.069
60206,grocery,0.057
60207,appliances,0.196
60208,appliances,0.436
60209,fashion,0.47
60210,furniture,0.215
60211,appliances,0.277
60212,appliances,0.272
60213,appliances,0.062
60214,fashion,0.247
60215,fashion,0.041
60216,appliances,0.16
60217,electronics,0.42
60218,appliances,0.176
60219,appliances,0.605
60220,grocery,0.239
60221,electronics,0.199
60222,furniture,0.186
60223,electronics,0.164
60224,grocery,0.256
60225,appliances,0.112
60226,electronics,0.171
60227,fashion,0.522
60228,furniture,0.349
60229,fashion,0.191
60230,fashion,0.355
60231,electronics,0.065
60232,electronics,0.232
60233,furniture,0.353
60234,appliances,0.38
60235,furniture,0.282
60236,appliances,0.1
60237,appliances,0.15
60238,appliances,0.392
60239,grocery,0.241
60240,grocery,0.316
60241,fashion,0.371
60242,electronics,0.361
60243,electronics,0.708
60244,furniture,0.349
60245,appliances,0.109
60246,electronics,0.269
60247,electronics,0.289
60248,furniture,0.136
60249,grocery,0.18
60250,furniture,0.359
60251,furniture,0.176
60252,fashion,0.588
60253,fashion,0.227
60254,electronics,0.197
60255,furniture,0.525
60256,appliances,0.088
60257,electronics,0.454
60258,appliances,0.619
60259,furniture,0.21
60260,furniture,0.163
60261,electronics,0.244
60262,appliances,0.072
60263,appliances,0.316
60264,grocery,0.392
60265,grocery,0.347
60266,electronics,0.048
60267,furniture,0.407
60268,appliances,0.592
60269,electronics,0.403
60270,furniture,0.204
60271,appliances,0.148
60272,furniture,0.335
60273,electronics,0.804
60274,furniture,0.473
60275,grocery,0.252
60276,furniture,0.182
60277,grocery,0.623
60278,fashion,0.175
60279,furniture,0.192
60280,grocery,0.428
60281,grocery,0.416
60282,grocery,0.227
60283,electronics,0.408
60284,grocery,0.377
60285,fashion,0.136
60286,fashion,0.231
60287,grocery,0.517
60288,fashion,0.429
60289,appliances,0.126
60290,appliances,0.149
60291,grocery,0.427
60292,furniture,0.153
60293,fashion,0.152
60294,appliances,0.251
60295,furniture,0.213
60296,grocery,0.248
60297,fashion,0.298
60298,grocery,0.385
60299,appliances,0.235
60300,grocery,0.314
60301,grocery,0.426
60302,appliances,0.374
60303,grocery,0.309
60304,fashion,0.139
60305,grocery,0.113
60306,furniture,0.089
60307,electronics,0.397
60308,fashion,0.356
60309,fashion,0.199
60310,furniture,0.153
60311,grocery,0.083
60312,grocery,0.569
60313,fashion,0.316
60314,grocery,0.263
60315,fashion,0.446
60316,electronics,0.209
60317,appliances,0.21
60318,fashion,0.239
60319,fashion,0.678
60320,grocery,0.37
